"Name of the Institution","Program","Level","Accreditation Status","Accreditation Period"
"St.Xavier's Catholic College of Engineering (Kanniyakumari (HQ : Nagercoil))","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2021-22, 2022-23 and 2023-24, i.e. upto 30-06-2024; Further Accredited for 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"St.Xavier's Catholic College of Engineering (Kanniyakumari (HQ : Nagercoil))","Information Technology","Under Graduate","ACCREDITED","Academic Year 2021-22, 2022-23 and 2023-24, i.e. upto 30-06-2024; Further Accredited for 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"St.Xavier's Catholic College of Engineering (Kanniyakumari (HQ : Nagercoil))","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Accredited for Academic Year 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"St.Xavier's Catholic College of Engineering (Kanniyakumari (HQ : Nagercoil))","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Accredited for Academic Year 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"St.Xavier's Catholic College of Engineering (Kanniyakumari (HQ : Nagercoil))","Mechanical Engineering","Under Graduate","ACCREDITED","Accredited for Academic Year 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"Stella Mary's College of Engineering (Kanniyakumari (HQ : Nagercoil))","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e. upto 30-06-2025"
"Stella Mary's College of Engineering (Kanniyakumari (HQ : Nagercoil))","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e. upto 30-06-2025"
"SUDHARSAN ENGINEERING COLLEGE (PUDUKKOTTAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.1-9-2009"
"Sudharsan Engineering College (Pudukottai)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 Years w.e.f. 29-05-2009"
"Sudharsan Engineering College (Pudukottai)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 Years w.e.f. 29-05-2009"
"Sudharsan Engineering College (Pudukottai)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 Years w.e.f. 29-05-2009"
"Sudharsan Engineering College (Pudukottai)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 Years w.e.f. 29-05-2009"
"SUN COLLEGE OF ENGINEERING AND TECHNOLOGY (NAGERCOIL)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.1-9-2009"
"SUN COLLEGE OF ENGINEERING AND TECHNOLOGY (NAGERCOIL)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.1-9-2009"
"SUN COLLEGE OF ENGINEERING AND TECHNOLOGY (NAGERCOIL)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.1-9-2009"
"SUN COLLEGE OF ENGINEERING AND TECHNOLOGY (NAGERCOIL)","CIVIL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.1-9-2009"
"SUN COLLEGE OF ENGINEERING AND TECHNOLOGY (NAGERCOIL)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.1-9-2009"
"SVS COLLEGE OF ENGINEERING (Coimbotore)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Years Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022, i.e. upto 30-06-2022"
"SVS COLLEGE OF ENGINEERING (Coimbotore)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"SVS COLLEGE OF ENGINEERING (Coimbotore)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"SVS COLLEGE OF ENGINEERING (Coimbotore)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"SYED AMMAL ENGINEERING COLLEGE (Ramanathapuram)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2017-18, 2018-19 and 2019-20, i.e., upto 30-06-2020"
"SYED AMMAL ENGINEERING COLLEGE (Ramanathapuram)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2017-2018, 2018-19, 2019-20 and 2020-21, i.e., upto 30-06-2021; Further Accredited for Academic Year 2021-22, 2022-23 and 2023-24, i.e., upto 30-06-2024"
"SYED AMMAL ENGINEERING COLLEGE (Ramanathapuram)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2017-2018, 2018-19, 2019-20 and 2020-21, i.e., upto 30-06-2021; Further Accredited for Academic Year 2021-22, 2022-23 and 2023-24, i.e., upto 30-06-2024"
"SYED AMMAL ENGINEERING COLLEGE (Ramanathapuram)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2017-2018, 2018-19, 2019-20 and 2020-21, i.e., upto 30-06-2021"
"SYED AMMAL ENGINEERING COLLEGE (Ramanathapuram)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"SYED AMMAL ENGINEERING COLLEGE (Ramanathapuram)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"SYED AMMAL ENGINEERING COLLEGE (Ramanathapuram)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"TAGORE ENGINEERING COLLEGE (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.10-9-2004"
"TAGORE ENGINEERING COLLEGE (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.10-9-2004"
"TAGORE ENGINEERING COLLEGE (CHENNAI)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.10-9-2004"
"TAGORE ENGINEERING COLLEGE (CHENNAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"TAGORE ENGINEERING COLLEGE (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"TAGORE ENGINEERING COLLEGE (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"TAGORE ENGINEERING COLLEGE (CHENNAI)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"TAGORE ENGINEERING COLLEGE (CHENNAI)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"TAGORE ENGINEERING COLLEGE (Kancheepuram)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"TAGORE ENGINEERING COLLEGE (Kancheepuram)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"TAGORE ENGINEERING COLLEGE (Kancheepuram)","Information Technology","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"TAMIL NADU COLLEGE OF ENGG. (COIMBATORE)","CIVIL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-3-2004"
"TAMIL NADU COLLEGE OF ENGG. (COIMBATORE)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-3-2004"
"TAMIL NADU COLLEGE OF ENGG. (COIMBATORE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 19-3-2004"
"TAMIL NADU COLLEGE OF ENGG. (COIMBATORE)","CIVIL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 21-06-2010"
"TAMIL NADU COLLEGE OF ENGG. (COIMBATORE)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 21-06-2010"
"TAMIL NADU COLLEGE OF ENGG. (COIMBATORE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 21-06-2010"
"TAMIL NADU COLLEGE OF ENGG. (COIMBATORE)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 21-06-2010"
"THANGAVELU ENGINEERING COLLEGE (Chennai)","Computer Science and Engineering","Under Graduate","ACCREDITED","2 YEARS W.E.F. 01-07-2015"
"THANGAVELU ENGINEERING COLLEGE (Chennai)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","2 YEARS W.E.F. 01-07-2015"
"THANGAVELU ENGINEERING COLLEGE (Chennai)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","2 YEARS W.E.F. 01-07-2015"
"THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY (VELLORE)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-2020, 2020-21 and 2021-22,  i.e. upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY (VELLORE)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-2020, 2020-21 and 2021-22,  i.e. upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY (VELLORE)","Civil Engineering","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-2020, 2020-21 and 2021-22,  i.e. upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY (VELLORE)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.27-7-2006"
"THANTHAI PERIYAR GOVERNMENT INSTITUTE OF TECHNOLOGY (VELLORE)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.27-7-2006"
"THE INDIAN ENGINEERING COLLEGE, VADAKANGULAM (CHENNAI)","CIVIL ENGINEERING","UG","ACCREDITED","3 Years w.e.f. 06-08-2002"
"THE INDIAN ENGINEERING COLLEGE, VADAKANGULAM (CHENNAI)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 Years w.e.f. 06-08-2002"
"THE INDIAN ENGINEERING COLLEGE, VADAKANGULAM (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 Years w.e.f. 06-08-2002"
"THE INDIAN ENGINEERING COLLEGE, VADAKANGULAM (CHENNAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 Years w.e.f. 06-08-2002"
"THE INDIAN ENGINEERING COLLEGE, VADAKANGULAM (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 Years w.e.f. 06-08-2002"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","MECHANICAL ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F.27-7-2006"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","MECHATRONICS ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F.27-7-2006"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F.27-7-2006"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F.27-7-2006"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F.27-7-2006"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","CIVIL ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F.27-7-2006"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.27-7-2006"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","CIVIL ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F. 04-01-2013"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","MECHANICAL ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F. 04-01-2013"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F. 04-01-2013"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F. 04-01-2013"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 04-01-2013"
"THIAGARAJAR COLLEGE OF ENGINEERING (MADURAI)","INFORMATION TECHNOLOGY","UG","ACCREDITED","2 YEARS W.E.F. 04-01-2013"
"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY (VANDAVASI)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 27-07-2006"
"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY (VANDAVASI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 27-07-2006"
"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY (VANDAVASI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 27-07-2006"
"THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY (VANDAVASI)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F. 10-02-2009"
"University College of Engineering, BIT Campus, Tiruchirappalli (Tiruchirappalli)","Biotechnology","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"University College of Engineering, BIT Campus, Tiruchirappalli (Tiruchirappalli)","Petrochemical Engineering","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"University College of Engineering, BIT Campus, Tiruchirappalli (Tiruchirappalli)","Pharmaceutical Engineering and Technology","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"V V COLLEGE OF ENGINEERING (Thoothkudi)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"V.M.K.V ENGINEERING COLLEGE (SALEM)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"V.M.K.V ENGINEERING COLLEGE (SALEM)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"V.M.K.V ENGINEERING COLLEGE (SALEM)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"V.M.K.V ENGINEERING COLLEGE (SALEM)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"V.M.K.V ENGINEERING COLLEGE (SALEM)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"V.R.S. COLLEGE OF ENGINEERING & TECHNOLOGY (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","2 YEARS w.e.f. 04-01-2013"
"V.R.S. COLLEGE OF ENGINEERING & TECHNOLOGY (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","2 YEARS w.e.f. 04-01-2013"
"V.R.S. COLLEGE OF ENGINEERING & TECHNOLOGY (CHENNAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","2 YEARS w.e.f. 04-01-2013"
"V.S.B ENGINEERING COLLEGE (KARUR)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"V.S.B ENGINEERING COLLEGE (KARUR)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"V.S.B ENGINEERING COLLEGE (KARUR)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"V.S.B ENGINEERING COLLEGE (KARUR)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.16-4-2009"
"V.S.B ENGINEERING COLLEGE (KARUR)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 04-02-2014"
"V.S.B ENGINEERING COLLEGE (KARUR)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 04-02-2014"
"V.S.B ENGINEERING COLLEGE (KARUR)","MECHANICAL ENGINEERING","UG","ACCREDITED","2 YEARS W.E.F. 04-02-2014"
"V.S.B ENGINEERING COLLEGE (KARUR)","Biomedical Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"V.S.B ENGINEERING COLLEGE (KARUR)","Biotechnology","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"V.S.B ENGINEERING COLLEGE (KARUR)","Chemical Engineering","Under Graduate","ACCREDITED","Academic Year 2024-25, 2025-26 and 2026-27, i.e., upto 30/06/2027"
"V.S.B ENGINEERING COLLEGE (KARUR)","Information Technology","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"V.S.B ENGINEERING COLLEGE (KARUR)","Civil Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further Accredited for Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"V.S.B ENGINEERING COLLEGE (KARUR)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"V.S.B ENGINEERING COLLEGE (KARUR)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"V.S.B ENGINEERING COLLEGE (KARUR)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"V.S.B ENGINEERING COLLEGE (KARUR)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2022-23, 2023-24 and 2024-25, i.e., upto 30-06-2025"
"V.S.B ENGINEERING COLLEGE (KARUR)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20 and 2020-21, i.e., upto 30-06-2021"
"V.S.B ENGINEERING COLLEGE (KARUR)","Computer Science and Engineering","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20 and 2020-21, i.e., upto 30-06-2021"
"V.S.B ENGINEERING COLLEGE (KARUR)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20 and 2020-21, i.e., upto 30-06-2021"
"V.S.B ENGINEERING COLLEGE (KARUR)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20 and 2020-21, i.e., upto 30-06-2021"
"VALLIAMMAI ENGINEERING COLLEGE (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.4-5-2007"
"VALLIAMMAI ENGINEERING COLLEGE (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.4-5-2007"
"VALLIAMMAI ENGINEERING COLLEGE (CHENNAI)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F.4-5-2007"
"VALLIAMMAI ENGINEERING COLLEGE (CHENNAI)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.13-3-2009"
"VALLIAMMAI ENGINEERING COLLEGE (CHENNAI)","ELECTRONICS AND INSTRUMENTATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F.10-2-2009"
"VALLIAMMAI ENGINEERING COLLEGE (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-03-2012"
"VALLIAMMAI ENGINEERING COLLEGE (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 YEARS W.E.F. 15-03-2012"
"VALLIAMMAI ENGINEERING COLLEGE (CHENNAI)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 YEARS W.E.F. 15-03-2012"
"VEL MULTI TECH SRI RANGARAJAN SAKUNTHALA ENGINEERING COLLEGE (CHENNAI)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F. 05-08-2013"
"VEL MULTI TECH SRI RANGARAJAN SAKUNTHALA ENGINEERING COLLEGE (CHENNAI)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","5 YEARS W.E.F. 05-08-2013"
"VEL TECH (Tiruvallur)","Mechanical Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"VEL TECH (Tiruvallur)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022"
"Vel Tech College of Engineering (Chennai)","COMPUTER SCIENCE AND ENGINEERING","UG","ACCREDITED","3 years w.e.f. 27-07-2006"
"Vel Tech College of Engineering (Chennai)","ELECTRONICS AND COMMUNICATION ENGINEERING","UG","ACCREDITED","3 years w.e.f. 27-07-2006"
"Vel Tech College of Engineering (Chennai)","ELECTRICAL AND ELECTRONICS ENGINEERING","UG","ACCREDITED","3 years w.e.f. 27-07-2006"
"Vel Tech College of Engineering (Chennai)","INFORMATION TECHNOLOGY","UG","ACCREDITED","3 years w.e.f. 27-07-2006"
"Vel Tech College of Engineering (Chennai)","MECHANICAL ENGINEERING","UG","ACCREDITED","3 years w.e.f. 16-03-2007"
"Vel Tech College of Engineering (Chennai)","Electrical and Instrumentation Engineering","UG","ACCREDITED","3 years w.e.f. 16-03-2007"
"VEL TECH HIGH TECH DR. RANGARAJAN DR. SAKUNTHALA ENGINEERING COLLEGE (Chennai)","Biotechnology","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further accredited for 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"VEL TECH HIGH TECH DR. RANGARAJAN DR. SAKUNTHALA ENGINEERING COLLEGE (Chennai)","Chemical Engineering","Under Graduate","ACCREDITED","Academic Year 2018-19, 2019-20, 2020-21 and 2021-22, i.e., upto 30-06-2022; Further accredited for 2022-23, 2023-24 and 2024-25, i.e., upto 30/06/2025"
"VEL TECH HIGH TECH DR. RANGARAJAN DR. SAKUNTHALA ENGINEERING COLLEGE (Chennai)","Electronics & Communication Engineering","Under Graduate","ACCREDITED","Academic Year 2020-21, 2021-22 and 2022-23, i.e., upto 30-06-2023; Further Accredited for Academic Year 2023-24, 2024-25 and 2025-26, i.e., upto 30/06/2026"
"VEL TECH HIGH TECH DR. RANGARAJAN DR. SAKUNTHALA ENGINEERING COLLEGE (Chennai)","Information Technology","Under Graduate","ACCREDITED","Academic Year 2020-21, 2021-22 and 2022-23, i.e., upto 30-06-2023; Further Accredited for Academic Year 2023-24, 2024-25 and 2025-26, i.e., upto 30/06/2026"
"VEL TECH MULTI TECH Dr. RANGARAJAN Dr.SAKUNTHALA ENGINEERING COLLEGE (Chennai)","Biomedical Engineering","Under Graduate","ACCREDITED","Academic year 2023-24,2024-25 and 2025-26 i.e. 30-06-2026"
"VEL TECH MULTI TECH Dr. RANGARAJAN Dr.SAKUNTHALA ENGINEERING COLLEGE (Chennai)","Electrical & Electronics Engineering","Under Graduate","ACCREDITED","Academic year 2023-24,2024-25 and 2025-26 i.e. 30-06-2026"
